candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C1785,density_dbscan,values_wishes,euclidean,DBSCAN_q=0.1,watchlist,3,2.68800972,0.043956044,0.0603564503,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M059;M060;M083,opus-4-6;opus-4-7;sonnet-4-6,Anthropic;Anthropic;Anthropic
C1791,knn_microcluster,values_wishes,euclidean,KNN_k=4,support_watch,4,3.18120346,0.044955045,0.0615213932,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M013;M016;M022;M025,gemini-3-1-pro;gemini-3-flash-preview;glm-4-6;glm-5-1,Google;Google;Z.ai;Z.ai
C1794,density_optics,values_wishes,euclidean,OPTICS_xi=0.03,watchlist,4,3.19491299,0.045954046,0.0627483937,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M005;M027;M031;M039,gemini-2-0-flash;gpt-4-1;gpt-5-1-codex;gpt-5-codex,Google;OpenAI;OpenAI;OpenAI
C1795,density_optics,values_wishes,euclidean,OPTICS_xi=0.12,watchlist,3,2.56320692,0.045954046,0.0627483937,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M013;M016;M022,gemini-3-1-pro;gemini-3-flash-preview;glm-4-6,Google;Google;Z.ai
C1800,knn_microcluster,values_wishes,euclidean,KNN_k=8,support_watch,8,4.27905137,0.046953047,0.0639343989,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M029;M030;M032;M035;M037;M050;M053;M054,gpt-5;gpt-5-1;gpt-5-2;gpt-5-3-codex;gpt-5-5;kimi-k2-5;minimax-m2;minimax-m2-7,OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;Moonshot AI;MiniMax;MiniMax
C1805,knn_microcluster,values_wishes,euclidean,KNN_k=7,support_watch,7,3.98036061,0.047952048,0.0651138335,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M011;M012;M013;M016;M022;M024;M025,gemini-2-5-pro;gemini-3-1-flash-lite;gemini-3-1-pro;gemini-3-flash-preview;glm-4-6;glm-4-7;glm-5-1,Google;Google;Google;Google;Z.ai;Z.ai;Z.ai
C1812,knn_microcluster,values_wishes,euclidean,KNN_k=10,support_watch,10,4.46762547,0.048951049,0.0661405849,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M005;M027;M031;M034;M039;M040;M055;M056;M057;M081,gemini-2-0-flash;gpt-4-1;gpt-5-1-codex;gpt-5-3;gpt-5-codex;grok-3;opus-3;opus-4-0;opus-4-1;sonnet-4-0,Google;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Anthropic;Anthropic;Anthropic;Anthropic
C1813,knn_microcluster,values_wishes,euclidean,KNN_k=9,support_watch,9,4.34161369,0.048951049,0.0661405849,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M005;M027;M031;M039;M040;M055;M056;M057;M081,gemini-2-0-flash;gpt-4-1;gpt-5-1-codex;gpt-5-codex;grok-3;opus-3;opus-4-0;opus-4-1;sonnet-4-0,Google;OpenAI;OpenAI;OpenAI;xAI;Anthropic;Anthropic;Anthropic;Anthropic
C1814,knn_microcluster,values_wishes,euclidean,KNN_k=10,support_watch,10,4.50030279,0.048951049,0.0661405849,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M009;M011;M012;M013;M016;M021;M022;M024;M025;M050,gemini-2-5-flash;gemini-2-5-pro;gemini-3-1-flash-lite;gemini-3-1-pro;gemini-3-flash-preview;glm-4-5;glm-4-6;glm-4-7;glm-5-1;kimi-k2-5,Google;Google;Google;Google;Google;Z.ai;Z.ai;Z.ai;Z.ai;Moonshot AI
C1822,knn_microcluster,values_wishes,euclidean,KNN_k=9,discard,9,4.42176461,0.0509490509,0.0684252734,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M002;M005;M009;M010;M027;M040;M044;M055;M072,deepseek-chat;gemini-2-0-flash;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4-1;grok-3;grok-4-1-fast-reasoning;opus-3;qwen3-5-plus-20260420,DeepSeek;Google;Google;Google;OpenAI;xAI;xAI;Anthropic;Qwen
C1823,knn_microcluster,values_wishes,euclidean,KNN_k=8,discard,8,4.35226641,0.0509490509,0.0684252734,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M003;M009;M011;M012;M013;M016;M021;M022,deepseek-v3-2;gemini-2-5-flash;gemini-2-5-pro;gemini-3-1-flash-lite;gemini-3-1-pro;gemini-3-flash-preview;glm-4-5;glm-4-6,DeepSeek;Google;Google;Google;Google;Google;Z.ai;Z.ai
C1824,knn_microcluster,values_wishes,euclidean,KNN_k=6,discard,6,4.01331556,0.0509490509,0.0684252734,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M011;M013;M016;M021;M022;M050,gemini-2-5-pro;gemini-3-1-pro;gemini-3-flash-preview;glm-4-5;glm-4-6;kimi-k2-5,Google;Google;Google;Z.ai;Z.ai;Moonshot AI
C1825,knn_microcluster,values_wishes,euclidean,KNN_k=6,discard,6,3.92326828,0.0509490509,0.0684252734,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M012;M013;M016;M021;M022;M045,gemini-3-1-flash-lite;gemini-3-1-pro;gemini-3-flash-preview;glm-4-5;glm-4-6;grok-4-2,Google;Google;Google;Z.ai;Z.ai;xAI
C1829,knn_microcluster,values_wishes,euclidean,KNN_k=3,discard,3,3.04291921,0.0519480519,0.069614366,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M034;M056;M081,gpt-5-3;opus-4-0;sonnet-4-0,OpenAI;Anthropic;Anthropic
C1833,knn_microcluster,values_wishes,euclidean,KNN_k=7,discard,7,4.07521281,0.0529470529,0.0707596656,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M011;M012;M013;M016;M021;M022;M024,gemini-2-5-pro;gemini-3-1-flash-lite;gemini-3-1-pro;gemini-3-flash-preview;glm-4-5;glm-4-6;glm-4-7,Google;Google;Google;Google;Z.ai;Z.ai;Z.ai
C1834,knn_microcluster,values_wishes,euclidean,KNN_k=4,discard,4,3.17777921,0.0529470529,0.0707596656,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M013;M016;M021;M022,gemini-3-1-pro;gemini-3-flash-preview;glm-4-5;glm-4-6,Google;Google;Z.ai;Z.ai
C1837,knn_microcluster,values_wishes,euclidean,KNN_k=9,discard,9,4.3849175,0.0539460539,0.0719770159,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M002;M004;M005;M027;M031;M039;M040;M055;M056,deepseek-chat;deepseek-v4-pro;gemini-2-0-flash;gpt-4-1;gpt-5-1-codex;gpt-5-codex;grok-3;opus-3;opus-4-0,DeepSeek;DeepSeek;Google;OpenAI;OpenAI;OpenAI;xAI;Anthropic;Anthropic
C1841,knn_microcluster,values_wishes,euclidean,KNN_k=6,discard,6,4.05167999,0.0549450549,0.0731109282,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M005;M027;M031;M039;M040;M055,gemini-2-0-flash;gpt-4-1;gpt-5-1-codex;gpt-5-codex;grok-3;opus-3,Google;OpenAI;OpenAI;OpenAI;xAI;Anthropic
C1842,knn_microcluster,values_wishes,euclidean,KNN_k=5,discard,5,3.78512039,0.0549450549,0.0731109282,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M012;M013;M016;M022;M045,gemini-3-1-flash-lite;gemini-3-1-pro;gemini-3-flash-preview;glm-4-6;grok-4-2,Google;Google;Google;Z.ai;xAI
C1848,knn_microcluster,values_wishes,euclidean,KNN_k=9,discard,9,4.44513007,0.0559440559,0.0740382727,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M003;M004;M009;M010;M024;M040;M055;M071;M072,deepseek-v3-2;deepseek-v4-pro;gemini-2-5-flash;gemini-2-5-flash-lite;glm-4-7;grok-3;opus-3;qwen3-5-flash-02-23;qwen3-5-plus-20260420,DeepSeek;DeepSeek;Google;Google;Z.ai;xAI;Anthropic;Qwen;Qwen
C1849,knn_microcluster,values_wishes,euclidean,KNN_k=4,discard,4,3.44856,0.0559440559,0.0740382727,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M005;M027;M031;M081,gemini-2-0-flash;gpt-4-1;gpt-5-1-codex;sonnet-4-0,Google;OpenAI;OpenAI;Anthropic
C1850,knn_microcluster,values_wishes,euclidean,KNN_k=3,discard,3,3.22172242,0.0559440559,0.0740382727,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M012;M016;M022,gemini-3-1-flash-lite;gemini-3-flash-preview;glm-4-6,Google;Google;Z.ai
C1851,knn_microcluster,values_wishes,euclidean,KNN_k=4,discard,4,3.37899825,0.0559440559,0.0740382727,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M024;M025;M036;M051,glm-4-7;glm-5-1;gpt-5-4;kimi-k2-6,Z.ai;Z.ai;OpenAI;Moonshot AI
C1852,density_dbscan,values_wishes,euclidean,DBSCAN_q=0.05,discard,3,3.06779386,0.0559440559,0.0740382727,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M030;M037;M038,gpt-5-1;gpt-5-5;gpt-5-5-pro,OpenAI;OpenAI;OpenAI
C1856,knn_microcluster,values_wishes,euclidean,KNN_k=7,discard,7,4.13371213,0.0569430569,0.0751170251,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M003;M030;M045;M052;M072;M073;M075,deepseek-v3-2;gpt-5-1;grok-4-2;kimi-k2-thinking;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-plus,DeepSeek;OpenAI;xAI;Moonshot AI;Qwen;Qwen;Qwen
C1857,knn_microcluster,values_wishes,euclidean,KNN_k=4,discard,4,3.45879622,0.0569430569,0.0751170251,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M027;M031;M039;M056,gpt-4-1;gpt-5-1-codex;gpt-5-codex;opus-4-0,OpenAI;OpenAI;OpenAI;Anthropic
C1858,knn_microcluster,values_wishes,euclidean,KNN_k=9,discard,9,4.32864753,0.0569430569,0.0751170251,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M029;M030;M032;M035;M037;M038;M050;M053;M054,gpt-5;gpt-5-1;gpt-5-2;gpt-5-3-codex;gpt-5-5;gpt-5-5-pro;kimi-k2-5;minimax-m2;minimax-m2-7,OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;Moonshot AI;MiniMax;MiniMax
